name,team,age,position,country,height_cm,weight_kg,jersey_number,key_stats_goals,key_stats_assists,key_stats_shot_accuracy,key_stats_pass_accuracy,defence_tackles,defence_tackles_won,defence_duels,defence_duels_won,defence_aerial_duels_won,defence_clearances,defence_blocked_shots,defence_interceptions,distribution_assists,distribution_total_passes,distribution_pass_accuracy,distribution_passes_90_minutes,distribution_touches_game,distribution_total_crosses,distribution_cross_accuracy,offense_goals,offense_minutes_goal,offense_shot_accuracy,offense_right_foot_goals,offense_left_foot_goals,offense_headed_goals,offense_goals_inside_the_box,offense_goals_outside_the_box,offense_other_goals,offense_successful_dribbles,offense_offsides,discipline_yellow_cards,discipline_yellow_red_cards,discipline_red_cards,discipline_fouls_conceded,discipline_fouls_won
Adrian,Liverpool,37,Goalkeeper,Spain,190,80,13,0,0,0.00,0.0,0,0.0,0,0.00 %,0.00 %,0,0,0,0,0,0.0 %,0.00,0,0,0.00,0,0,0.00 %,0,0,0,0,0,0,0,0,0,0,0,0,0
Alisson,Liverpool,31,Goalkeeper,Brazil,193,91,1,0,0,0.00,84.1,0,0.0,11,72.73 %,87.50 %,16,0,0,0,666,84.1 %,37.00,842,0,0.00,0,0,0.00 %,0,0,0,0,0,0,0,0,1,0,0,1,4
Caoimhín Kelleher,Liverpool,25,Goalkeeper,Ireland,188,74,62,0,0,0.00,91.0,0,0.0,1,100.00 %,100.00 %,2,0,0,0,67,91.0 %,33.50,83,0,0.00,0,0,0.00 %,0,0,0,0,0,0,0,0,0,0,0,0,0
Fabian Mrozek,Liverpool,20,Goalkeeper,Poland,192,0,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marcelo Pitaluga,Liverpool,21,Goalkeeper,Brazil,192,77,45,0,0,0.00,0.0,0,0.0,0,0.00 %,0.00 %,0,0,0,0,0,0.0 %,0.00,0,0,0.00,0,0,0.00 %,0,0,0,0,0,0,0,0,0,0,0,0,0
Vítezslav Jaroš,Liverpool,22,Goalkeeper,Czech Republic,187,73,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Andrew Robertson,Liverpool,29,Defender,Scotland,178,64,26,1,0,100.00,86.8,15,73.3,45,53.33 %,57.14 %,19,3,8,0,492,86.8 %,61.50,659,18,22.22,1,720.0,100.00 %,0,1,0,1,0,0,1,2,1,0,0,6,0
Calum Scanlon,Liverpool,18,Defender,England,0,0,48,0,0,0.00,0.0,0,0.0,0,0.00 %,0.00 %,0,0,0,0,0,0.0 %,0.00,0,0,0.00,0,0,0.00 %,0,0,0,0,0,0,0,0,0,0,0,0,0
Conor Bradley,Liverpool,20,Defender,Northern Ireland,180,64,84,0,0,0.00,0.0,0,0.0,0,0.00 %,0.00 %,0,0,0,0,0,0.0 %,0.00,0,0,0.00,0,0,0.00 %,0,0,0,0,0,0,0,0,0,0,0,0,0
Ibrahima Konaté,Liverpool,24,Defender,France,194,95,5,0,0,28.57,89.3,22,63.6,118,63.56 %,68.97 %,25,8,9,0,815,89.3 %,83.35,940,0,0.00,0,0,28.57 %,0,0,0,0,0,0,3,0,2,0,0,16,10
Jarell Quansah,Liverpool,20,Defender,England,0,0,78,0,0,0.00,90.0,4,75.0,33,60.61 %,66.67 %,9,0,4,0,291,90.0 %,99.58,322,0,0.00,0,0,0.00 %,0,0,0,0,0,0,2,0,0,0,0,4,0
Joe Gomez,Liverpool,26,Defender,England,188,77,2,0,0,12.50,87.0,29,55.2,116,59.48 %,76.92 %,25,3,12,0,623,87.0 %,60.49,891,23,13.04,0,0,12.50 %,0,0,0,0,0,0,10,0,2,0,0,14,10
Joel Matip,Liverpool,32,Defender,Cameroon,195,90,32,0,0,0.00,87.7,12,50.0,70,61.43 %,73.68 %,41,12,9,0,563,87.7 %,64.71,677,0,0.00,0,0,0.00 %,0,0,0,0,0,0,0,1,2,0,0,7,3
Kostas Tsimikas,Liverpool,27,Defender,Greece,179,77,21,0,3,0.00,85.8,19,68.4,76,43.42 %,23.53 %,9,1,6,3,352,85.8 %,47.71,576,32,15.62,0,0,0.00 %,0,0,0,0,0,0,4,1,0,0,0,10,7
Luke Chambers,Liverpool,19,Defender,England,0,0,44,0,0,0.00,0.0,0,0.0,0,0.00 %,0.00 %,0,0,0,0,0,0.0 %,0.00,0,0,0.00,0,0,0.00 %,0,0,0,0,0,0,0,0,0,0,0,0,0
Trent Alexander-Arnold,Liverpool,25,Defender,England,175,72,66,2,3,22.22,79.0,26,69.2,132,46.21 %,63.64 %,30,1,22,3,1157,79.0 %,69.42,1628,52,23.08,2,750.0,22.22 %,2,0,0,2,0,0,22,0,5,0,0,5,6
Virgil van Dijk,Liverpool,32,Defender,Netherlands,195,92,4,1,2,41.18,90.5,26,50.0,147,77.55 %,82.00 %,81,16,24,2,1405,90.5 %,81.16,1622,0,0.00,1,1558.0,41.18 %,1,0,0,1,0,0,1,0,1,0,1,12,5
Alexis Mac Allister,Liverpool,25,Midfielder,Argentina,176,69,10,1,1,42.86,88.3,32,56.2,153,46.41 %,43.48 %,8,4,17,1,836,88.3 %,67.97,1020,2,0.00,1,1107.0,42.86 %,1,0,0,0,1,0,9,0,5,0,1,23,20
Bobby Clark,Liverpool,18,Midfielder,England,178,0,42,0,0,0.00,0.0,0,0.0,0,0.00 %,0.00 %,0,0,0,0,0,0.0 %,0.00,0,0,0.00,0,0,0.00 %,0,0,0,0,0,0,0,0,0,0,0,0,0
Curtis Jones,Liverpool,22,Midfielder,England,185,75,17,1,1,66.67,91.7,13,61.5,78,46.15 %,45.45 %,5,0,3,1,360,91.7 %,55.96,477,0,0.00,1,579.0,66.67 %,1,0,0,1,0,0,9,4,1,0,1,6,9
Dominik Szoboszlai,Liverpool,23,Midfielder,Hungary,186,74,8,2,2,40.91,87.5,28,60.7,178,43.26 %,42.86 %,13,2,11,2,1043,87.5 %,58.93,1403,38,15.79,2,796.5,40.91 %,1,1,0,1,1,0,20,3,1,0,0,22,21
Harvey Elliott,Liverpool,20,Midfielder,England,170,64,19,1,1,55.56,88.9,8,62.5,42,47.62 %,45.45 %,2,0,2,1,262,88.9 %,58.95,339,11,27.27,1,400.0,55.56 %,0,1,0,0,1,0,3,0,1,0,0,2,4
James McConnell,Liverpool,19,Midfielder,England,0,0,53,0,0,0.00,0.0,0,0.0,0,0.00 %,0.00 %,0,0,1,0,0,0.0 %,0.00,2,0,0.00,0,0,0.00 %,0,0,0,0,0,0,0,0,0,0,0,0,0
Ryan Gravenberch,Liverpool,21,Midfielder,Netherlands,190,83,38,0,0,55.56,82.9,11,36.4,85,38.82 %,38.46 %,6,1,9,0,280,82.9 %,40.19,419,0,0.00,0,0,55.56 %,0,0,0,0,0,0,8,0,0,0,0,10,9
Stefan Bajčetić,Liverpool,19,Midfielder,Spain,185,77,43,0,0,0.00,0.0,0,0.0,0,0.00 %,0.00 %,0,0,0,0,0,0.0 %,0.00,0,0,0.00,0,0,0.00 %,0,0,0,0,0,0,0,0,0,0,0,0,0
Thiago,Liverpool,32,Midfielder,Spain,174,70,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thomas Hill,Liverpool,21,Midfielder,Wales,172,62,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Treymaurice Nyoni,Liverpool,16,Midfielder,England,0,0,98,0,0,0.00,0.0,0,0.0,0,0.00 %,0.00 %,0,0,0,0,0,0.0 %,0.00,0,0,0.00,0,0,0.00 %,0,0,0,0,0,0,0,0,0,0,0,0,0
Wataru Endo,Liverpool,30,Midfielder,Japan,178,76,3,1,0,66.67,86.5,16,68.8,110,43.64 %,53.57 %,15,0,9,0,504,86.5 %,64.80,624,4,50.00,1,700.0,66.67 %,1,0,0,0,1,0,1,0,5,0,0,22,16
Ben Doak,Liverpool,18,Forward,Scotland,0,0,50,0,0,0.00,100.0,0,0.0,0,0.00 %,0.00 %,0,0,0,0,4,100.0 %,27.69,6,0,0.00,0,0,0.00 %,0,0,0,0,0,0,0,0,0,0,0,0,0
Cody Gakpo,Liverpool,24,Forward,Netherlands,193,76,18,3,1,52.63,79.5,13,53.8,119,52.10 %,48.15 %,6,2,5,1,234,79.5 %,25.94,413,6,0.00,3,270.7,52.63 %,2,1,0,3,0,0,17,2,0,0,0,16,19
Darwin Núñez,Liverpool,24,Forward,Uruguay,187,81,9,5,6,50.00,71.9,13,69.2,131,35.88 %,34.09 %,4,4,1,6,270,71.9 %,21.72,481,7,0.00,5,223.8,50.00 %,4,1,0,4,1,0,9,17,4,0,0,15,10
Diogo Jota,Liverpool,27,Forward,Portugal,178,68,20,5,1,56.25,77.6,13,53.8,119,43.70 %,35.14 %,4,1,3,1,228,77.6 %,30.54,375,4,0.00,5,134.4,56.25 %,3,2,0,4,1,0,12,2,1,1,1,15,15
Kaide Gordon,Liverpool,19,Forward,England,0,0,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lewis Koumas,Liverpool,18,Forward,Wales,0,0,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Luis Díaz,Liverpool,26,Forward,Colombia,178,65,7,3,1,47.83,81.5,13,76.9,187,39.57 %,40.00 %,2,0,2,1,422,81.5 %,32.74,667,8,37.50,3,386.7,47.83 %,1,1,0,3,0,1,26,10,2,0,0,27,22
Mohamed Salah,Liverpool,31,Forward,Egypt,175,71,11,14,8,63.46,75.1,13,69.2,154,33.77 %,26.67 %,0,1,2,8,650,75.1 %,33.56,983,24,20.83,14,124.5,63.46 %,2,11,1,13,1,0,17,8,2,0,0,7,18
Emiliano Martínez,Aston Villa,31,Goalkeeper,Argentina,195,88,1,0,0,0.00,81.1,0,0.0,8,87.50 %,100.00 %,10,0,0,0,656,81.1 %,34.53,847,0,0.00,0,0,0.00 %,0,0,0,0,0,0,0,0,4,0,0,1,3
Filip Marschall,Aston Villa,20,Goalkeeper,England,195,87,42,0,0,0.00,0.0,0,0.0,0,0.00 %,0.00 %,0,0,0,0,0,0.0 %,0.00,0,0,0.00,0,0,0.00 %,0,0,0,0,0,0,0,0,0,0,0,0,0
Robin Olsen,Aston Villa,33,Goalkeeper,Sweden,198,89,25,0,0,0.00,75.0,0,0.0,0,0.00 %,0.00 %,0,0,0,0,36,75.0 %,36.00,40,0,0.00,0,0,0.00 %,0,0,0,0,0,0,0,0,0,0,0,0,0
Sam Proctor,Aston Villa,17,Goalkeeper,England,0,0,78,0,0,0.00,0.0,0,0.0,0,0.00 %,0.00 %,0,0,0,0,0,0.0 %,0.00,0,0,0.00,0,0,0.00 %,0,0,0,0,0,0,0,0,0,0,0,0,0
Alex Moreno,Aston Villa,30,Defender,Spain,179,68,15,1,0,75.00,82.5,3,33.3,29,48.28 %,50.00 %,9,1,3,0,103,82.5 %,34.98,187,9,22.22,1,265.0,75.00 %,0,0,1,1,0,0,3,0,0,0,0,3,6
Calum Chambers,Aston Villa,28,Defender,England,182,66,16,0,0,0.00,0.0,0,0.0,0,0.00 %,0.00 %,0,0,0,0,0,0.0 %,0.00,0,0,0.00,0,0,0.00 %,0,0,0,0,0,0,0,0,0,0,0,0,0
Clement Lenglet,Aston Villa,28,Defender,France,186,81,17,0,1,0.00,88.4,4,75.0,22,45.45 %,36.36 %,4,0,1,1,224,88.4 %,83.31,251,1,0.00,0,0,0.00 %,0,0,0,0,0,0,0,0,0,0,0,2,2
Diego Carlos,Aston Villa,30,Defender,Brazil,186,79,3,0,0,20.00,87.8,16,68.8,60,56.67 %,56.00 %,43,6,6,0,637,87.8 %,63.42,741,1,0.00,0,0,20.00 %,0,0,0,0,0,0,2,1,2,0,0,8,3
Ezri Konsa,Aston Villa,26,Defender,England,183,77,4,0,0,28.57,92.2,33,60.6,128,78.12 %,67.86 %,42,11,21,0,1190,92.2 %,60.85,1497,10,20.00,0,0,28.57 %,0,0,0,0,0,0,14,0,5,0,0,9,34
Josh Feeney,Aston Villa,18,Defender,England,193,0,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kortney Hause,Aston Villa,28,Defender,England,191,77,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lucas Digne,Aston Villa,30,Defender,France,178,74,12,0,2,37.50,81.1,30,43.3,152,55.92 %,63.04 %,33,0,19,2,667,81.1 %,39.34,1099,94,22.34,0,0,37.50 %,0,0,0,0,0,0,4,2,5,0,0,19,22
Matty Cash,Aston Villa,26,Defender,Poland,185,79,2,2,1,62.50,84.1,36,55.6,130,52.31 %,45.45 %,28,6,14,1,565,84.1 %,40.13,871,23,26.09,2,633.5,62.50 %,2,0,0,2,0,0,7,0,5,0,0,15,15
Pau Torres,Aston Villa,26,Defender,Spain,191,80,14,2,0,50.00,88.0,17,58.8,95,55.79 %,53.33 %,38,6,8,0,1114,88.0 %,66.05,1265,6,50.00,2,759.0,50.00 %,0,1,1,2,0,0,13,1,1,0,0,10,7
Tyrone Mings,Aston Villa,30,Defender,England,196,77,5,0,0,0.00,100.0,0,0.0,1,100.00 %,100.00 %,1,0,1,0,5,100.0 %,14.52,9,0,0.00,0,0,0.00 %,0,0,0,0,0,0,0,0,0,0,0,0,0
Bertrand Traore,Aston Villa,28,Midfielder,Burkina Faso,181,73,9,0,0,0.00,66.7,1,100.0,3,33.33 %,0.00 %,0,0,0,0,3,66.7 %,27.00,8,0,0.00,0,0,0.00 %,0,0,0,0,0,0,0,0,0,0,0,0,0
Boubacar Kamara,Aston Villa,24,Midfielder,France,184,68,44,0,1,25.00,89.8,36,66.7,159,50.94 %,46.43 %,12,5,18,1,820,89.8 %,54.63,1010,1,0.00,0,0,25.00 %,0,0,0,0,0,0,9,0,6,0,1,26,24
Douglas Luiz,Aston Villa,25,Midfielder,Brazil,175,66,6,6,3,55.00,88.5,40,62.5,166,56.63 %,56.67 %,12,5,14,3,1138,88.5 %,61.81,1431,15,26.67,6,276.2,55.00 %,6,0,0,4,2,0,12,0,5,0,0,26,25
Emiliano Buendía,Aston Villa,27,Midfielder,Argentina,172,72,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jacob Ramsey,Aston Villa,22,Midfielder,England,180,0,41,1,0,50.00,78.1,11,54.5,59,42.37 %,57.14 %,3,1,2,0,169,78.1 %,31.75,272,6,0.00,1,479.0,50.00 %,1,0,0,0,1,0,2,0,2,0,0,4,8
John McGinn,Aston Villa,29,Midfielder,Scotland,178,68,7,5,2,61.11,79.6,31,51.6,228,48.68 %,40.00 %,7,1,12,2,643,79.6 %,33.84,968,18,38.89,5,342.0,61.11 %,2,3,0,3,2,0,38,1,5,0,0,26,36
Leander Dendoncker,Aston Villa,28,Midfielder,Belgium,188,83,32,1,0,100.00,80.4,6,66.7,19,57.89 %,44.44 %,3,2,2,0,56,80.4 %,42.71,83,0,0.00,1,118.0,100.00 %,1,0,0,1,0,0,0,0,0,0,0,1,1
Leon Bailey,Aston Villa,26,Midfielder,Jamaica,178,77,31,6,5,52.63,77.4,3,66.7,127,34.65 %,36.36 %,1,0,5,5,301,77.4 %,31.39,503,26,19.23,6,143.8,52.63 %,2,4,0,5,1,0,22,2,3,0,0,11,11
Nicolò Zaniolo,Aston Villa,24,Midfielder,Italy,190,79,22,1,0,41.67,72.5,10,40.0,113,34.51 %,35.71 %,7,0,1,0,120,72.5 %,21.56,294,13,0.00,1,501.0,41.67 %,0,0,1,1,0,0,9,0,4,0,0,16,15
Omari Kellyman,Aston Villa,18,Midfielder,England,0,0,71,0,0,0.00,0.0,0,0.0,0,0.00 %,0.00 %,0,0,0,0,0,0.0 %,0.00,0,0,0.00,0,0,0.00 %,0,0,0,0,0,0,0,0,0,0,0,0,0
Tim Iroegbunam,Aston Villa,20,Midfielder,England,183,0,47,0,0,0.00,100.0,0,0.0,3,33.33 %,0.00 %,0,0,0,0,6,100.0 %,135.00,7,0,0.00,0,0,0.00 %,0,0,0,0,0,0,0,0,0,0,0,1,1
Tommi O'Reilly,Aston Villa,20,Midfielder,England,170,0,58,0,0,0.00,0.0,0,0.0,0,0.00 %,0.00 %,0,0,0,0,0,0.0 %,0.00,0,0,0.00,0,0,0.00 %,0,0,0,0,0,0,0,0,0,0,0,0,0
Travis Patterson,Aston Villa,18,Midfielder,England,0,0,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Youri Tielemans,Aston Villa,26,Midfielder,Belgium,176,72,8,0,3,50.00,83.3,15,40.0,74,54.05 %,62.50 %,3,0,7,3,341,83.3 %,55.10,446,10,10.00,0,0,50.00 %,0,0,0,0,0,0,5,0,0,0,0,7,15
Caleb Chukwuemeka,Aston Villa,21,Forward,England,190,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jhon Durán,Aston Villa,20,Forward,Colombia,185,73,24,2,0,42.86,65.5,3,100.0,34,44.12 %,72.73 %,6,0,0,0,55,65.5 %,33.45,99,4,25.00,2,74.0,42.86 %,0,2,0,2,0,0,1,1,4,0,0,9,3
Kadan Young,Aston Villa,17,Forward,England,176,0,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moussa Diaby,Aston Villa,24,Forward,France,170,68,19,4,4,53.85,84.6,6,33.3,104,32.69 %,15.38 %,3,0,5,4,351,84.6 %,24.36,551,27,29.63,4,324.2,53.85 %,2,2,0,3,1,0,18,4,0,0,0,11,8
Ollie Watkins,Aston Villa,28,Forward,England,180,70,11,9,8,54.76,74.7,7,71.4,165,38.18 %,36.23 %,12,2,3,8,304,74.7 %,15.55,559,4,25.00,9,195.4,54.76 %,4,3,2,9,0,0,14,6,3,0,0,11,17
Ederson,Manchester City,30,Goalkeeper,Brazil,188,86,31,0,0,0.00,85.4,0,0.0,6,66.67 %,100.00 %,5,0,0,0,665,85.4 %,36.94,796,0,0.00,0,0,0.00 %,0,0,0,0,0,0,0,0,3,0,0,1,1
Scott Carson,Manchester City,38,Goalkeeper,England,188,85,33,0,0,0.00,0.0,0,0.0,0,0.00 %,0.00 %,0,0,0,0,0,0.0 %,0.00,0,0,0.00,0,0,0.00 %,0,0,0,0,0,0,0,0,0,0,0,0,0
Stefan Ortega,Manchester City,31,Goalkeeper,Germany,185,88,18,0,0,0.00,69.6,0,0.0,0,0.00 %,0.00 %,0,0,0,0,56,69.6 %,56.00,61,0,0.00,0,0,0.00 %,0,0,0,0,0,0,0,0,0,0,0,0,0
True Grant,Manchester City,18,Goalkeeper,England,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zack Steffen,Manchester City,28,Goalkeeper,United States of America,191,86,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
John Stones,Manchester City,29,Defender,England,188,80,5,0,0,0.00,95.1,2,50.0,16,31.25 %,50.00 %,10,3,3,0,244,95.1 %,53.17,283,1,0.00,0,0,0.00 %,0,0,0,0,0,0,0,0,1,0,0,3,2
Joško Gvardiol,Manchester City,21,Defender,Croatia,185,80,24,0,0,77.78,88.0,24,66.7,110,54.55 %,55.56 %,12,8,16,0,875,88.0 %,65.46,1150,22,13.64,0,0,77.78 %,0,0,0,0,0,0,8,0,2,0,0,14,13
Kyle Walker,Manchester City,33,Defender,England,178,80,2,0,1,20.00,89.7,22,59.1,117,57.26 %,67.86 %,23,3,14,1,1319,89.7 %,70.37,1642,35,37.14,0,0,20.00 %,0,0,0,0,0,0,11,4,1,0,0,17,16
Manuel Akanji,Manchester City,28,Defender,Switzerland,186,91,25,2,0,50.00,93.2,19,52.6,81,59.26 %,60.00 %,36,7,11,0,1185,93.2 %,84.64,1327,3,0.00,2,630.0,50.00 %,0,0,1,2,0,1,1,0,2,1,1,12,13
Max Alleyne,Manchester City,18,Defender,England,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nathan Aké,Manchester City,28,Defender,Netherlands,180,75,6,2,1,37.50,93.6,15,53.3,74,74.32 %,72.22 %,29,0,7,1,845,93.6 %,75.52,997,3,0.00,2,503.5,37.50 %,0,0,2,2,0,0,3,0,0,0,0,5,11
Rico Lewis,Manchester City,19,Defender,England,169,0,82,1,0,100.00,90.1,3,33.3,33,36.36 %,0.00 %,1,1,3,0,181,90.1 %,44.75,228,0,0.00,1,364.0,100.00 %,1,0,0,1,0,0,2,0,1,0,0,4,7
Rúben Dias,Manchester City,26,Defender,Portugal,186,76,3,0,0,57.14,93.4,18,50.0,80,52.50 %,54.29 %,44,7,15,0,1374,93.4 %,95.34,1530,9,22.22,0,0,57.14 %,0,0,0,0,0,0,0,0,0,0,0,13,5
Bernardo Silva,Manchester City,29,Midfielder,Portugal,173,64,20,5,4,71.43,89.5,30,46.7,120,50.00 %,0.00 %,6,3,4,4,935,89.5 %,61.97,1189,39,23.08,5,271.6,71.43 %,0,5,0,4,1,0,17,0,3,0,0,9,13
Jack Grealish,Manchester City,28,Midfielder,England,175,76,10,3,1,71.43,85.5,12,66.7,88,61.36 %,42.86 %,3,2,4,1,352,85.5 %,46.18,512,9,22.22,3,228.7,71.43 %,2,1,0,3,0,0,14,1,6,0,0,5,26
Kalvin Phillips,Manchester City,28,Midfielder,England,178,72,0,0,0,0.00,89.7,3,100.0,13,46.15 %,0.00 %,2,0,2,0,68,89.7 %,68.76,93,2,50.00,0,0,0.00 %,0,0,0,0,0,0,1,0,0,0,0,3,2
Kevin De Bruyne,Manchester City,32,Midfielder,Belgium,181,68,17,0,0,0.00,66.7,0,0.0,1,0.00 %,0.00 %,0,0,0,0,6,66.7 %,23.48,12,3,66.67,0,0,0.00 %,0,0,0,0,0,0,0,0,0,0,0,1,0
Mahamadou Susoho,Manchester City,18,Midfielder,Spain,175,0,17,0,0,0.00,0.0,0,0.0,0,0.00 %,0.00 %,0,0,0,0,0,0.0 %,0.00,0,0,0.00,0,0,0.00 %,0,0,0,0,0,0,0,0,0,0,0,0,0
Mateo Kovačić,Manchester City,29,Midfielder,Croatia,177,78,8,0,0,50.00,92.9,20,75.0,72,54.17 %,60.00 %,7,0,2,0,695,92.9 %,81.76,795,0,0.00,0,0,50.00 %,0,0,0,0,0,0,8,0,3,0,0,12,8
Matheus Nunes,Manchester City,25,Midfielder,Portugal,184,78,27,0,1,50.00,86.5,9,33.3,75,52.00 %,42.86 %,6,1,6,1,281,86.5 %,53.58,397,5,20.00,0,0,50.00 %,0,0,0,0,0,0,14,4,0,1,1,4,13
Micah Hamilton,Manchester City,20,Midfielder,England,0,0,0,0,0,0.00,0.0,0,0.0,0,0.00 %,0.00 %,0,0,0,0,0,0.0 %,0.00,0,0,0.00,0,0,0.00 %,0,0,0,0,0,0,0,0,0,0,0,0,0
Oscar Bobb,Manchester City,20,Midfielder,Norway,174,0,52,0,1,0.00,89.5,2,0.0,14,64.29 %,100.00 %,1,0,1,1,57,89.5 %,47.94,86,2,50.00,0,0,0.00 %,0,0,0,0,0,0,4,0,0,0,0,1,2
Phil Foden,Manchester City,23,Midfielder,England,171,70,47,5,6,66.67,87.8,16,68.8,155,54.19 %,38.46 %,8,0,10,6,768,87.8 %,45.56,1071,16,25.00,5,303.4,66.67 %,0,5,0,4,1,0,30,3,1,0,0,9,33
Rodri,Manchester City,27,Midfielder,Spain,190,82,16,4,2,42.86,93.2,35,54.3,141,59.57 %,75.00 %,18,3,14,2,1665,93.2 %,109.94,1871,6,0.00,4,340.8,42.86 %,2,2,0,2,2,0,17,6,6,0,1,24,11
Sergio Gómez,Manchester City,23,Midfielder,Spain,171,68,21,0,1,0.00,85.7,0,0.0,4,50.00 %,0.00 %,0,0,1,1,14,85.7 %,84.00,20,1,0.00,0,0,0.00 %,0,0,0,0,0,0,2,0,0,0,0,1,0
Erling Haaland,Manchester City,23,Forward,Norway,194,88,9,14,4,63.27,74.4,3,33.3,88,50.00 %,46.34 %,9,1,1,4,168,74.4 %,11.68,321,4,0.00,14,92.4,63.27 %,0,10,3,13,1,1,6,1,1,0,0,10,16
Julián Álvarez,Manchester City,23,Forward,Argentina,170,71,19,6,6,52.63,87.0,12,41.7,110,35.45 %,22.73 %,10,0,1,6,652,87.0 %,36.79,965,34,17.65,6,265.8,52.63 %,5,1,0,5,1,0,14,2,2,0,0,16,9
Jérémy Doku,Manchester City,21,Forward,Belgium,173,66,11,2,5,53.85,84.4,20,70.0,128,64.84 %,50.00 %,2,0,5,5,302,84.4 %,39.00,520,24,16.67,2,348.5,53.85 %,2,0,0,2,0,0,44,4,2,0,0,7,18
Aaron Ramsdale,Arsenal,25,Goalkeeper,England,188,88,1,0,0,0.00,70.6,0,0.0,0,0.00 %,0.00 %,3,0,0,0,126,70.6 %,25.20,164,0,0.00,0,0,0.00 %,0,0,0,0,0,0,0,0,0,0,0,0,0
David Raya,Arsenal,28,Goalkeeper,Spain,183,80,22,0,0,0.00,72.7,0,0.0,5,80.00 %,50.00 %,5,0,0,0,425,72.7 %,28.33,564,0,0.00,0,0,0.00 %,0,0,0,0,0,0,0,0,0,0,0,0,2
Karl Hein,Arsenal,21,Goalkeeper,Estonia,193,86,31,0,0,0.00,0.0,0,0.0,0,0.00 %,0.00 %,0,0,0,0,0,0.0 %,0.00,0,0,0.00,0,0,0.00 %,0,0,0,0,0,0,0,0,0,0,0,0,0
Ben White,Arsenal,26,Defender,England,186,76,4,1,1,83.33,87.0,22,59.1,88,53.41 %,62.07 %,32,13,17,1,1027,87.0 %,62.54,1304,26,30.77,1,1478.0,83.33 %,0,0,1,1,0,0,4,3,4,0,0,9,3
Cedric Soares,Arsenal,32,Defender,Portugal,172,67,17,0,0,0.00,0.0,0,0.0,0,0.00 %,0.00 %,0,0,0,0,0,0.0 %,0.00,0,0,0.00,0,0,0.00 %,0,0,0,0,0,0,0,0,0,0,0,0,0
Gabriel,Arsenal,26,Defender,Brazil,190,78,6,1,0,25.00,87.2,22,45.5,120,65.83 %,61.54 %,39,19,17,0,1020,87.2 %,62.70,1190,4,25.00,1,1464.0,25.00 %,0,0,1,1,0,0,1,1,1,0,0,12,16
Jakub Kiwior,Arsenal,23,Defender,Poland,189,75,15,0,0,100.00,87.2,8,75.0,18,55.56 %,20.00 %,12,1,1,0,196,87.2 %,60.20,249,3,33.33,0,0,100.00 %,0,0,0,0,0,0,0,0,0,0,0,3,1
James Sweet,Arsenal,20,Defender,Wales,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jurriën Timber,Arsenal,22,Defender,Netherlands,179,79,12,0,0,0.00,88.9,1,100.0,4,50.00 %,100.00 %,1,0,0,0,45,88.9 %,81.00,51,0,0.00,0,0,0.00 %,0,0,0,0,0,0,0,1,1,0,0,2,0
Lino Sousa,Arsenal,18,Defender,England,185,0,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Olexandr Zinchenko,Arsenal,27,Defender,Ukraine,175,64,35,1,1,50.00,89.4,38,60.5,112,62.50 %,65.52 %,11,2,13,1,981,89.4 %,73.27,1242,24,12.50,1,1205.0,50.00 %,0,1,0,1,0,0,5,1,2,0,0,6,8
Reuell Walters,Arsenal,19,Defender,England,183,0,97,0,0,0.00,0.0,0,0.0,0,0.00 %,0.00 %,0,0,0,0,0,0.0 %,0.00,0,0,0.00,0,0,0.00 %,0,0,0,0,0,0,0,0,0,0,0,0,0
Takehiro Tomiyasu,Arsenal,25,Defender,Japan,187,84,18,1,1,40.00,86.2,11,45.5,54,55.56 %,59.09 %,18,1,10,1,426,86.2 %,60.86,553,7,14.29,1,630.0,40.00 %,1,0,0,1,0,0,4,0,0,1,1,7,2
William Saliba,Arsenal,22,Defender,France,192,92,2,1,1,66.67,92.7,22,63.6,117,58.12 %,59.68 %,40,9,12,1,1584,92.7 %,79.20,1745,0,0.00,1,1800.0,66.67 %,0,0,1,1,0,0,2,0,2,0,0,11,7
Amario Cozier-Duberry,Arsenal,18,Midfielder,England,0,0,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
